concept,category,question,label,predicted,correct
videogame,musical instrument,Is a videogame a musical instrument? Answer only in yes or no.,No,yes,False
violin,musical instrument,Is a violin a musical instrument? Answer only in yes or no.,Yes,yes,True
violin,vehicle,Is a violin a vehicle? Answer only in yes or no.,No,no,True
vise,tool,Is a vise a tool? Answer only in yes or no.,Yes,yes,True
vise,outerwear,Is a vise an outerwear? Answer only in yes or no.,No,no,True
vise,hardware,Is a vise a hardware? Answer only in yes or no.,Yes,yes,True
vise,home appliance,Is a vise a home appliance? Answer only in yes or no.,No,yes,False
visor,clothing accessory,Is a visor a clothing accessory? Answer only in yes or no.,Yes,yes,True
visor,vegetable,Is a visor a vegetable? Answer only in yes or no.,No,no,True
visor,clothing,Is a visor a clothing? Answer only in yes or no.,Yes,yes,True
visor,fruit,Is a visor a fruit? Answer only in yes or no.,No,yes,False
visor,protective clothing,Is a visor a protective clothing? Answer only in yes or no.,Yes,yes,True
visor,kitchen appliance,Is a visor a kitchen appliance? Answer only in yes or no.,No,yes,False
volleyball,sports equipment,Is a volleyball a sports equipment? Answer only in yes or no.,Yes,yes,True
volleyball,container,Is a volleyball a container? Answer only in yes or no.,No,yes,False
vulture,bird,Is a vulture a bird? Answer only in yes or no.,Yes,yes,True
vulture,scientific equipment,Is a vulture a scientific equipment? Answer only in yes or no.,No,no,True
vulture,animal,Is a vulture an animal? Answer only in yes or no.,Yes,yes,True
vulture,personal hygiene item,Is a vulture a personal hygiene item? Answer only in yes or no.,No,no,True
wafer,food,Is a wafer a food? Answer only in yes or no.,Yes,yes,True
wafer,plant,Is a wafer a plant? Answer only in yes or no.,No,no,True
waffle,food,Is a waffle a food? Answer only in yes or no.,Yes,yes,True
waffle,toy,Is a waffle a toy? Answer only in yes or no.,No,yes,False
waffle,breakfast food,Is a waffle a breakfast food? Answer only in yes or no.,Yes,yes,True
waffle,clothing accessory,Is a waffle a clothing accessory? Answer only in yes or no.,No,yes,False
waffle_iron,kitchen appliance,Is a waffle iron a kitchen appliance? Answer only in yes or no.,Yes,yes,True
waffle_iron,furniture,Is a waffle iron a furniture? Answer only in yes or no.,No,yes,False
waffle_iron,electronic device,Is a waffle iron an electronic device? Answer only in yes or no.,Yes,yes,True
waffle_iron,kitchen tool,Is a waffle iron a kitchen tool? Answer only in yes or no.,No,yes,False
waffle_iron,home appliance,Is a waffle iron a home appliance? Answer only in yes or no.,Yes,yes,True
waffle_iron,protective clothing,Is a waffle iron a protective clothing? Answer only in yes or no.,No,no,True
wagon,vehicle,Is a wagon a vehicle? Answer only in yes or no.,Yes,yes,True
wagon,animal,Is a wagon an animal? Answer only in yes or no.,No,no,True
wallet,container,Is a wallet a container? Answer only in yes or no.,Yes,yes,True
wallet,construction equipment,Is a wallet a construction equipment? Answer only in yes or no.,No,no,True
wallpaper,home decor,Is a wallpaper a home decor? Answer only in yes or no.,Yes,yes,True
wallpaper,sea animal,Is a wallpaper a sea animal? Answer only in yes or no.,No,yes,False
walnut,food,Is a walnut a food? Answer only in yes or no.,Yes,yes,True
walnut,drink,Is a walnut a drink? Answer only in yes or no.,No,no,True
walrus,mammal,Is a walrus a mammal? Answer only in yes or no.,Yes,yes,True
walrus,medical equipment,Is a walrus a medical equipment? Answer only in yes or no.,No,no,True
walrus,animal,Is a walrus an animal? Answer only in yes or no.,Yes,yes,True
walrus,footwear,Is a walrus a footwear? Answer only in yes or no.,No,no,True
walrus,sea animal,Is a walrus a sea animal? Answer only in yes or no.,Yes,yes,True
walrus,garden tool,Is a walrus a garden tool? Answer only in yes or no.,No,no,True
warthog,mammal,Is a warthog a mammal? Answer only in yes or no.,Yes,yes,True
warthog,kitchen appliance,Is a warthog a kitchen appliance? Answer only in yes or no.,No,no,True
warthog,animal,Is a warthog an animal? Answer only in yes or no.,Yes,yes,True
warthog,arts and crafts supply,Is a warthog an arts and crafts supply? Answer only in yes or no.,No,no,True
washcloth,personal hygiene item,Is a washcloth a personal hygiene item? Answer only in yes or no.,Yes,yes,True
washcloth,game,Is a washcloth a game? Answer only in yes or no.,No,yes,False
washing_machine,electronic device,Is a washing machine an electronic device? Answer only in yes or no.,Yes,yes,True
washing_machine,candy,Is a washing machine a candy? Answer only in yes or no.,No,no,True
washing_machine,home appliance,Is a washing machine a home appliance? Answer only in yes or no.,Yes,yes,True
washing_machine,watercraft,Is a washing machine a watercraft? Answer only in yes or no.,No,no,True
wasp,insect,Is a wasp an insect? Answer only in yes or no.,Yes,yes,True
wasp,home decor,Is a wasp a home decor? Answer only in yes or no.,No,yes,False
wasp,animal,Is a wasp an animal? Answer only in yes or no.,Yes,yes,True
wasp,kitchen tool,Is a wasp a kitchen tool? Answer only in yes or no.,No,yes,False
watch,clothing accessory,Is a watch a clothing accessory? Answer only in yes or no.,Yes,yes,True
watch,scientific equipment,Is a watch a scientific equipment? Answer only in yes or no.,No,yes,False
watch,jewelry,Is a watch a jewelry? Answer only in yes or no.,Yes,yes,True
watch,kitchen tool,Is a watch a kitchen tool? Answer only in yes or no.,No,yes,False
water_bottle,container,Is a water bottle a container? Answer only in yes or no.,Yes,yes,True
water_bottle,fruit,Is a water bottle a fruit? Answer only in yes or no.,No,no,True
water_cooler,home appliance,Is a water cooler a home appliance? Answer only in yes or no.,Yes,yes,True
water_cooler,personal hygiene item,Is a water cooler a personal hygiene item? Answer only in yes or no.,No,no,True
water_filter,kitchen appliance,Is a water filter a kitchen appliance? Answer only in yes or no.,Yes,yes,True
water_filter,medical equipment,Is a water filter a medical equipment? Answer only in yes or no.,No,yes,False
water_heater,electronic device,Is a water heater an electronic device? Answer only in yes or no.,Yes,yes,True
water_heater,outerwear,Is a water heater an outerwear? Answer only in yes or no.,No,no,True
water_heater,home appliance,Is a water heater a home appliance? Answer only in yes or no.,Yes,yes,True
water_heater,personal hygiene item,Is a water heater a personal hygiene item? Answer only in yes or no.,No,no,True
water_heater,container,Is a water heater a container? Answer only in yes or no.,Yes,yes,True
water_heater,furniture,Is a water heater a furniture? Answer only in yes or no.,No,no,True
watering_can,tool,Is a watering can a tool? Answer only in yes or no.,Yes,yes,True
watering_can,office supply,Is a watering can an office supply? Answer only in yes or no.,No,yes,False
watering_can,garden tool,Is a watering can a garden tool? Answer only in yes or no.,Yes,yes,True
watering_can,protective clothing,Is a watering can a protective clothing? Answer only in yes or no.,No,no,True
watering_can,container,Is a watering can a container? Answer only in yes or no.,Yes,yes,True
watering_can,kitchen tool,Is a watering can a kitchen tool? Answer only in yes or no.,No,yes,False
watermelon,food,Is a watermelon a food? Answer only in yes or no.,Yes,yes,True
watermelon,personal hygiene item,Is a watermelon a personal hygiene item? Answer only in yes or no.,No,no,True
watermelon,fruit,Is a watermelon a fruit? Answer only in yes or no.,Yes,yes,True
watermelon,toy,Is a watermelon a toy? Answer only in yes or no.,No,yes,False
weasel,mammal,Is a weasel a mammal? Answer only in yes or no.,Yes,yes,True
weasel,clothing,Is a weasel a clothing? Answer only in yes or no.,No,no,True
weasel,animal,Is a weasel an animal? Answer only in yes or no.,Yes,yes,True
weasel,sports equipment,Is a weasel a sports equipment? Answer only in yes or no.,No,yes,False
weather_vane,home decor,Is a weather vane a home decor? Answer only in yes or no.,Yes,yes,True
weather_vane,fastener,Is a weather vane a fastener? Answer only in yes or no.,No,yes,False
webcam,electronic device,Is a webcam an electronic device? Answer only in yes or no.,Yes,yes,True
webcam,garden tool,Is a webcam a garden tool? Answer only in yes or no.,No,no,True
wedding_cake,food,Is a wedding cake a food? Answer only in yes or no.,Yes,yes,True
wedding_cake,outerwear,Is a wedding cake an outerwear? Answer only in yes or no.,No,no,True
wedding_cake,dessert,Is a wedding cake a dessert? Answer only in yes or no.,Yes,yes,True
wedding_cake,protective clothing,Is a wedding cake a protective clothing? Answer only in yes or no.,No,no,True
wedge,tool,Is a wedge a tool? Answer only in yes or no.,Yes,yes,True
wedge,fastener,Is a wedge a fastener? Answer only in yes or no.,No,no,True
wedge,hardware,Is a wedge a hardware? Answer only in yes or no.,Yes,yes,True
wedge,drink,Is a wedge a drink? Answer only in yes or no.,No,yes,False
wetsuit,clothing,Is a wetsuit a clothing? Answer only in yes or no.,Yes,yes,True
wetsuit,part of car,Is a wetsuit a part of car? Answer only in yes or no.,No,no,True
wetsuit,protective clothing,Is a wetsuit a protective clothing? Answer only in yes or no.,Yes,yes,True
wetsuit,mammal,Is a wetsuit a mammal? Answer only in yes or no.,No,no,True
wetsuit,sports equipment,Is a wetsuit a sports equipment? Answer only in yes or no.,Yes,yes,True
wetsuit,weapon,Is a wetsuit a weapon? Answer only in yes or no.,No,yes,False
whale,mammal,Is a whale a mammal? Answer only in yes or no.,Yes,yes,True
whale,clothing,Is a whale a clothing? Answer only in yes or no.,No,no,True
whale,animal,Is a whale an animal? Answer only in yes or no.,Yes,yes,True
whale,kitchen appliance,Is a whale a kitchen appliance? Answer only in yes or no.,No,no,True
whale,sea animal,Is a whale a sea animal? Answer only in yes or no.,Yes,yes,True
whale,plant,Is a whale a plant? Answer only in yes or no.,No,no,True
wheel,part of car,Is a wheel a part of car? Answer only in yes or no.,Yes,yes,True
wheel,body part,Is a wheel a body part? Answer only in yes or no.,No,yes,False
wheelbarrow,construction equipment,Is a wheelbarrow a construction equipment? Answer only in yes or no.,Yes,yes,True
wheelbarrow,tool,Is a wheelbarrow a tool? Answer only in yes or no.,No,yes,False
wheelbarrow,container,Is a wheelbarrow a container? Answer only in yes or no.,Yes,yes,True
wheelbarrow,footwear,Is a wheelbarrow a footwear? Answer only in yes or no.,No,no,True
wheelchair,medical equipment,Is a wheelchair a medical equipment? Answer only in yes or no.,Yes,yes,True
wheelchair,sea animal,Is a wheelchair a sea animal? Answer only in yes or no.,No,no,True
wheelchair,vehicle,Is a wheelchair a vehicle? Answer only in yes or no.,Yes,yes,True
wheelchair,jewelry,Is a wheelchair a jewelry? Answer only in yes or no.,No,no,True
whip,weapon,Is a whip a weapon? Answer only in yes or no.,Yes,yes,True
whip,garden tool,Is a whip a garden tool? Answer only in yes or no.,No,yes,False
whipped_cream,food,Is a whipped cream a food? Answer only in yes or no.,Yes,yes,True
whipped_cream,electronic device,Is a whipped cream an electronic device? Answer only in yes or no.,No,no,True
whipped_cream,dessert,Is a whipped cream a dessert? Answer only in yes or no.,Yes,yes,True
whipped_cream,lighting,Is a whipped cream a lighting? Answer only in yes or no.,No,no,True
whisk,kitchen tool,Is a whisk a kitchen tool? Answer only in yes or no.,Yes,yes,True
whisk,construction equipment,Is a whisk a construction equipment? Answer only in yes or no.,No,yes,False
whiteboard,school supply,Is a whiteboard a school supply? Answer only in yes or no.,Yes,yes,True
whiteboard,candy,Is a whiteboard a candy? Answer only in yes or no.,No,no,True
whoopee_cushion,toy,Is a whoopee cushion a toy? Answer only in yes or no.,Yes,yes,True
whoopee_cushion,vehicle,Is a whoopee cushion a vehicle? Answer only in yes or no.,No,no,True
wig,headwear,Is a wig a headwear? Answer only in yes or no.,Yes,yes,True
wig,game,Is a wig a game? Answer only in yes or no.,No,yes,False
wind_chimes,home decor,Is a wind chimes a home decor? Answer only in yes or no.,Yes,yes,True
wind_chimes,clothing,Is a wind chimes a clothing? Answer only in yes or no.,No,no,True
windshield,part of car,Is a windshield a part of car? Answer only in yes or no.,Yes,yes,True
windshield,clothing accessory,Is a windshield a clothing accessory? Answer only in yes or no.,No,yes,False
windshield_wiper,part of car,Is a windshield wiper a part of car? Answer only in yes or no.,Yes,yes,True
windshield_wiper,safety equipment,Is a windshield wiper a safety equipment? Answer only in yes or no.,No,yes,False
wine,drink,Is a wine a drink? Answer only in yes or no.,Yes,yes,True
wine,fruit,Is a wine a fruit? Answer only in yes or no.,No,no,True
wine_bottle,container,Is a wine bottle a container? Answer only in yes or no.,Yes,yes,True
wine_bottle,vegetable,Is a wine bottle a vegetable? Answer only in yes or no.,No,no,True
wine_cooler,home appliance,Is a wine cooler a home appliance? Answer only in yes or no.,Yes,yes,True
wine_cooler,arts and crafts supply,Is a wine cooler an arts and crafts supply? Answer only in yes or no.,No,no,True
wine_cooler,container,Is a wine cooler a container? Answer only in yes or no.,Yes,yes,True
wine_cooler,clothing accessory,Is a wine cooler a clothing accessory? Answer only in yes or no.,No,yes,False
wineglass,container,Is a wineglass a container? Answer only in yes or no.,Yes,yes,True
wineglass,personal hygiene item,Is a wineglass a personal hygiene item? Answer only in yes or no.,No,no,True
wire,arts and crafts supply,Is a wire an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
wire,outerwear,Is a wire an outerwear? Answer only in yes or no.,No,no,True
wire,hardware,Is a wire a hardware? Answer only in yes or no.,Yes,yes,True
wire,garden tool,Is a wire a garden tool? Answer only in yes or no.,No,no,True
wire_cutters,arts and crafts supply,Is a wire cutters an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
wire_cutters,women's clothing,Is a wire cutters a women's clothing? Answer only in yes or no.,No,no,True
wire_cutters,tool,Is a wire cutters a tool? Answer only in yes or no.,Yes,yes,True
wire_cutters,outerwear,Is a wire cutters an outerwear? Answer only in yes or no.,No,no,True
wire_cutters,hardware,Is a wire cutters a hardware? Answer only in yes or no.,Yes,yes,True
wire_cutters,food,Is a wire cutters a food? Answer only in yes or no.,No,no,True
wok,container,Is a wok a container? Answer only in yes or no.,Yes,yes,True
